Parent1,Parent2,Child 
Teafant,Xenovader,Fenglope
Direhowl,Melpaca,Fenglope
Direhowl,Reindrix,Fenglope
Direhowl,Mozzarina,Fenglope
Direhowl,Dumud,Fenglope
Direhowl,Lullu,Fenglope
Gorirat,Caprity,Fenglope
Gorirat,Mozzarina,Fenglope
Gorirat,Dumud,Fenglope
Gorirat,Lullu,Fenglope
Gorirat Terra,Caprity,Fenglope
Gorirat Terra,Lovander,Fenglope
Gorirat Terra,Mozzarina,Fenglope
Gorirat Terra,Lullu,Fenglope
Univolt,Kelpsea,Fenglope
Univolt,Kelpsea Ignis,Fenglope
Univolt,Killamari,Fenglope
Univolt,Flopie,Fenglope
Foxparks,Elphidran,Fenglope
Foxparks,Surfent,Fenglope
Foxparks,Surfent Terra,Fenglope
Foxparks,Sootseer,Fenglope
Bristla,Vanwyrm Cryst,Fenglope
Bristla,Bushi,Fenglope
Bristla,Bushi Noct,Fenglope
Bristla,Omascul,Fenglope
Lunaris,Kitsun,Fenglope
Lunaris,Broncherry,Fenglope
Lunaris,Broncherry Aqua,Fenglope
Lunaris,Tarantriss,Fenglope
Lunaris,Caprity Noct,Fenglope
Lunaris,Fenglope Lux,Fenglope
Pengullet,Vanwyrm Cryst,Fenglope
Dazzi,Tombat,Fenglope
Dazzi,Rayhound,Fenglope
Dazzi,Foxcicle,Fenglope
Dazzi,Shroomer Noct,Fenglope
Dazzi,Splatterina,Fenglope
Dazzi,Kitsun Noct,Fenglope
Gobfin,Broncherry,Fenglope
Gobfin,Reindrix,Fenglope
Gobfin,Celaray,Fenglope
Gobfin,Caprity Noct,Fenglope
Gobfin Ignis,Broncherry,Fenglope
Gobfin Ignis,Broncherry Aqua,Fenglope
Gobfin Ignis,Celaray,Fenglope
Gobfin Ignis,Caprity Noct,Fenglope
Gobfin Ignis,Fenglope Lux,Fenglope
Lamball,Azurobe,Fenglope
Lamball,Wumpo Botan,Fenglope
Lamball,Kingpaca,Fenglope
Lamball,Cinnamoth,Fenglope
Lamball,Xenovader,Fenglope
Loupmoon,Robinquill,Fenglope
Loupmoon,Robinquill Terra,Fenglope
Loupmoon,Felbat,Fenglope
Loupmoon,Verdash,Fenglope
Hangyu,Elphidran,Fenglope
Hangyu,Elphidran Aqua,Fenglope
Hangyu,Surfent Terra,Fenglope
Hangyu,Penking,Fenglope
Hangyu,Sootseer,Fenglope
Hangyu Cryst,Elphidran,Fenglope
Hangyu Cryst,Elphidran Aqua,Fenglope
Hangyu Cryst,Penking,Fenglope
Hangyu Cryst,Grintale,Fenglope
Hangyu Cryst,Sootseer,Fenglope
Elphidran,Sparkit,Fenglope
Elphidran,Flambelle,Fenglope
Elphidran Aqua,Sparkit,Fenglope
Elphidran Aqua,Flambelle,Fenglope
Woolipop,Tombat,Fenglope
Woolipop,Foxcicle,Fenglope
Woolipop,Petallia,Fenglope
Melpaca,Cawgnito,Fenglope
Melpaca,Vaelet,Fenglope
Melpaca,Beegarde,Fenglope
Surfent,Depresso,Fenglope
Surfent,Sparkit,Fenglope
Surfent,Hoocrates,Fenglope
Surfent,Flambelle,Fenglope
Surfent Terra,Sparkit,Fenglope
Surfent Terra,Hoocrates,Fenglope
Surfent Terra,Flambelle,Fenglope
Cawgnito,Broncherry,Fenglope
Cawgnito,Reindrix,Fenglope
Cawgnito,Celaray,Fenglope
Cawgnito,Caprity Noct,Fenglope
Azurobe,Cattiva,Fenglope
Azurobe,Vixy,Fenglope
Azurobe,Cremis,Fenglope
Cattiva,Wumpo Botan,Fenglope
Cattiva,Grintale,Fenglope
Cattiva,Cinnamoth,Fenglope
Fenglope,Fenglope,Fenglope
Fenglope,Verdash,Fenglope
Maraith,Dinossom,Fenglope
Maraith,Dinossom Lux,Fenglope
Maraith,Arsox,Fenglope
Maraith,Chillet,Fenglope
Maraith,Chillet Ignis,Fenglope
Maraith,Croajiro,Fenglope
Maraith,Celesdir,Fenglope
Maraith,Loupmoon Cryst,Fenglope
Robinquill,Caprity,Fenglope
Robinquill,Lovander,Fenglope
Robinquill,Yakumo,Fenglope
Robinquill Terra,Lovander,Fenglope
Robinquill Terra,Yakumo,Fenglope
Kitsun,Leezpunk,Fenglope
Kitsun,Leezpunk Ignis,Fenglope
Kitsun,Kikit,Fenglope
Kitsun,Dazzi Noct,Fenglope
Leezpunk,Dinossom,Fenglope
Leezpunk,Broncherry Aqua,Fenglope
Leezpunk,Celesdir,Fenglope
Leezpunk,Tarantriss,Fenglope
Leezpunk,Fenglope Lux,Fenglope
Leezpunk Ignis,Dinossom,Fenglope
Leezpunk Ignis,Dinossom Lux,Fenglope
Leezpunk Ignis,Chillet,Fenglope
Leezpunk Ignis,Croajiro,Fenglope
Leezpunk Ignis,Celesdir,Fenglope
Leezpunk Ignis,Tarantriss,Fenglope
Leezpunk Ignis,Loupmoon Cryst,Fenglope
Fuack,Vanwyrm Cryst,Fenglope
Fuack,Bushi,Fenglope
Fuack,Omascul,Fenglope
Vanwyrm,Killamari,Fenglope
Vanwyrm,Flopie,Fenglope
Vanwyrm,Swee,Fenglope
Vanwyrm,Ribbuny,Fenglope
Vanwyrm,Foxparks Cryst,Fenglope
Chikipi,Sibelyx,Fenglope
Chikipi,Wumpo,Fenglope
Chikipi,Kingpaca,Fenglope
Chikipi,Kingpaca Cryst,Fenglope
Chikipi,Xenovader,Fenglope
Chikipi,Xenogard,Fenglope
Dinossom,Wixen Noct,Fenglope
Dinossom,Kikit,Fenglope
Dinossom,Dazzi Noct,Fenglope
Dinossom Lux,Wixen,Fenglope
Dinossom Lux,Wixen Noct,Fenglope
Dinossom Lux,Rooby,Fenglope
Dinossom Lux,Kikit,Fenglope
Sparkit,Sootseer,Fenglope
Felbat,Caprity,Fenglope
Felbat,Lovander,Fenglope
Felbat,Yakumo,Fenglope
Broncherry Aqua,Kikit,Fenglope
Broncherry Aqua,Dazzi Noct,Fenglope
Reindrix,Beegarde,Fenglope
Vixy,Penking,Fenglope
Vixy,Grintale,Fenglope
Vixy,Cinnamoth,Fenglope
Wixen,Arsox,Fenglope
Wixen,Chillet,Fenglope
Wixen,Chillet Ignis,Fenglope
Wixen,Petallia,Fenglope
Wixen,Croajiro,Fenglope
Wixen,Loupmoon Cryst,Fenglope
Wixen Noct,Arsox,Fenglope
Wixen Noct,Chillet,Fenglope
Wixen Noct,Chillet Ignis,Fenglope
Wixen Noct,Croajiro,Fenglope
Wixen Noct,Celesdir,Fenglope
Wixen Noct,Loupmoon Cryst,Fenglope
Hoocrates,Sootseer,Fenglope
Kelpsea,Blazehowl,Fenglope
Kelpsea,Katress,Fenglope
Kelpsea,Katress Ignis,Fenglope
Kelpsea,Dazemu,Fenglope
Kelpsea,Nitemary,Fenglope
Kelpsea Ignis,Blazehowl Noct,Fenglope
Kelpsea Ignis,Katress,Fenglope
Kelpsea Ignis,Katress Ignis,Fenglope
Kelpsea Ignis,Dogen,Fenglope
Kelpsea Ignis,Dazemu,Fenglope
Killamari,Blazehowl Noct,Fenglope
Killamari,Bushi Noct,Fenglope
Killamari,Dogen,Fenglope
Killamari,Dazemu,Fenglope
Mozzarina,Vaelet,Fenglope
Wumpo Botan,Cremis,Fenglope
Vaelet,Dumud,Fenglope
Vaelet,Lullu,Fenglope
Flopie,Blazehowl Noct,Fenglope
Flopie,Katress Ignis,Fenglope
Flopie,Dogen,Fenglope
Flopie,Dazemu,Fenglope
Beegarde,Celaray,Fenglope
Beegarde,Dumud,Fenglope
Tombat,Fuddler,Fenglope
Tombat,Mimog,Fenglope
Tombat,Ribbuny Botan,Fenglope
Arsox,Nox,Fenglope
Arsox,Rooby,Fenglope
Rayhound,Fuddler,Fenglope
Rayhound,Daedream,Fenglope
Rayhound,Mimog,Fenglope
Rayhound,Ribbuny Botan,Fenglope
Fuddler,Shroomer,Fenglope
Fuddler,Shroomer Noct,Fenglope
Fuddler,Splatterina,Fenglope
Fuddler,Kitsun Noct,Fenglope
Verdash,Yakumo,Fenglope
Foxcicle,Nox,Fenglope
Foxcicle,Mimog,Fenglope
Foxcicle,Ribbuny Botan,Fenglope
Daedream,Blazehowl,Fenglope
Daedream,Shroomer,Fenglope
Daedream,Shroomer Noct,Fenglope
Daedream,Nitemary,Fenglope
Daedream,Splatterina,Fenglope
Daedream,Kitsun Noct,Fenglope
Tanzee,Blazehowl,Fenglope
Tanzee,Katress,Fenglope
Tanzee,Katress Ignis,Fenglope
Tanzee,Shroomer,Fenglope
Tanzee,Nitemary,Fenglope
Blazehowl,Gumoss,Fenglope
Blazehowl,Smokie,Fenglope
Blazehowl Noct,Swee,Fenglope
Gumoss,Katress,Fenglope
Gumoss,Shroomer,Fenglope
Gumoss,Shroomer Noct,Fenglope
Gumoss,Nitemary,Fenglope
Gumoss,Splatterina,Fenglope
Swee,Bushi,Fenglope
Swee,Bushi Noct,Fenglope
Swee,Dogen,Fenglope
Katress,Smokie,Fenglope
Katress Ignis,Smokie,Fenglope
Ribbuny,Bushi,Fenglope
Ribbuny,Bushi Noct,Fenglope
Ribbuny,Omascul,Fenglope
Nox,Chillet Ignis,Fenglope
Nox,Petallia,Fenglope
Chillet,Rooby,Fenglope
Chillet Ignis,Rooby,Fenglope
Bushi,Foxparks Cryst,Fenglope
Bushi Noct,Foxparks Cryst,Fenglope
Petallia,Rooby,Fenglope
Grintale,Cremis,Fenglope
Cinnamoth,Cremis,Fenglope
Flambelle,Sootseer,Fenglope
Rooby,Croajiro,Fenglope
Rooby,Celesdir,Fenglope
Rooby,Loupmoon Cryst,Fenglope
Shroomer,Smokie,Fenglope
Shroomer Noct,Ribbuny Botan,Fenglope
Kikit,Celesdir,Fenglope
Kikit,Tarantriss,Fenglope
Kikit,Fenglope Lux,Fenglope
Dogen,Foxparks Cryst,Fenglope
Mimog,Kitsun Noct,Fenglope
Nitemary,Smokie,Fenglope
Smokie,Splatterina,Fenglope
Omascul,Foxparks Cryst,Fenglope
Tarantriss,Dazzi Noct,Fenglope
Caprity Noct,Dazzi Noct,Fenglope
Ribbuny Botan,Kitsun Noct,Fenglope
Dazzi Noct,Fenglope Lux,Fenglope
Nyafia ,Bellanoir,Reptyro
Nyafia ,Bellanoir Libero,Reptyro
Gildane,Cryolinx,Reptyro
Gildane,Orserk,Reptyro
Anubis,Paladius,Reptyro
Anubis,Necromus,Reptyro
Incineram,Suzaku,Reptyro
Incineram,Shadowbeak,Reptyro
Incineram Noct,Shadowbeak,Reptyro
Incineram Noct,Necromus,Reptyro
Grizzbolt,Sibelyx,Reptyro
Grizzbolt,Kingpaca Cryst,Reptyro
Grizzbolt,Xenogard,Reptyro
Jormuntide,Elizabee,Reptyro
Jormuntide,Warsect ,Reptyro
Jormuntide,Quivern Botan,Reptyro
Jormuntide Ignis,Reptyro,Reptyro
Jormuntide Ignis,Elizabee,Reptyro
Suzaku Aqua,Vanwyrm Cryst,Reptyro
Pyrin,Relaxaurus,Reptyro
Pyrin,Mammorest Cryst,Reptyro
Pyrin,Warsect Terra,Reptyro
Pyrin Noct,Sweepa,Reptyro
Pyrin Noct,Azurmane,Reptyro
Elphidran,Frostallion Noct,Reptyro
Elphidran Aqua,Frostallion,Reptyro
Cryolinx,Penking,Reptyro
Cryolinx,Grintale,Reptyro
Surfent,Jetragon,Reptyro
Surfent,Paladius,Reptyro
Surfent Terra,Frostallion Noct,Reptyro
Surfent Terra,Jetragon,Reptyro
Azurobe,Astegon,Reptyro
Azurobe,Orserk,Reptyro
Reptyro,Reptyro,Reptyro
Reptyro,Elizabee,Reptyro
Reptyro Cryst,Nitewing,Reptyro
Reptyro Cryst,Sweepa,Reptyro
Relaxaurus,Faleris,Reptyro
Relaxaurus,Prixter,Reptyro
Relaxaurus,Starryon,Reptyro
Relaxaurus Lux,Faleris,Reptyro
Relaxaurus Lux,Ragnahawk,Reptyro
Relaxaurus Lux,Starryon,Reptyro
Frostallion,Penking,Reptyro
Frostallion Noct,Sootseer,Reptyro
Mammorest,Warsect ,Reptyro
Mammorest,Quivern,Reptyro
Mammorest,Quivern Botan,Reptyro
Mammorest,Selyne,Reptyro
Mammorest Cryst,Quivern,Reptyro
Mammorest Cryst,Selyne,Reptyro
Mammorest Cryst,Prixter,Reptyro
Faleris,Warsect Terra,Reptyro
Faleris,Knocklem,Reptyro
Faleris,Xenolord ,Reptyro
Blazamut,Bushi,Reptyro
Blazamut,Omascul,Reptyro
Blazamut Ryu,Bushi,Reptyro
Blazamut Ryu,Omascul,Reptyro
Sibelyx,Helzephyr,Reptyro
Wumpo,Helzephyr,Reptyro
Wumpo,Helzephyr Lux,Reptyro
Wumpo Botan,Cryolinx Terra,Reptyro
Wumpo Botan,Bastigor,Reptyro
Nitewing,Beakon,Reptyro
Nitewing,Silvegis,Reptyro
Lyleen,Mossanda Lux,Reptyro
Lyleen,Azurmane,Reptyro
Lyleen Noct,Mossanda,Reptyro
Lyleen Noct,Kingpaca Cryst,Reptyro
Lyleen Noct,Xenogard,Reptyro
Mossanda,Beakon,Reptyro
Mossanda,Silvegis,Reptyro
Mossanda Lux,Menasting,Reptyro
Mossanda Lux,Menasting Terra,Reptyro
Mossanda Lux,Faleris Aqua,Reptyro
Astegon,Cinnamoth,Reptyro
Jetragon,Sootseer,Reptyro
Kingpaca,Helzephyr Lux,Reptyro
Kingpaca,Bastigor,Reptyro
Warsect Terra,Starryon,Reptyro
Helzephyr Lux,Xenovader,Reptyro
Ragnahawk,Menasting,Reptyro
Ragnahawk,Knocklem,Reptyro
Ragnahawk,Xenolord ,Reptyro
Bushi,Bellanoir,Reptyro
Bushi,Bellanoir Libero,Reptyro
Grintale,Orserk,Reptyro
Cinnamoth,Cryolinx Terra,Reptyro
Menasting Terra,Azurmane,Reptyro
Bellanoir,Omascul,Reptyro
Bellanoir Libero,Omascul,Reptyro
Xenovader,Bastigor,Reptyro
Xenogard,Silvegis,Reptyro
Azurmane,Faleris Aqua,Reptyro
Reptyro,Foxcicle,Reptyro Cryst
Reptyro Cryst,Reptyro Cryst,Reptyro Cryst
Mau,Dinossom,Maraith
Mau,Dinossom Lux,Maraith
Mau,Celesdir,Maraith
Mau,Loupmoon Cryst,Maraith
Mau Cryst,Digtoise,Maraith
Mau Cryst,Broncherry,Maraith
Mau Cryst,Caprity Noct,Maraith
Rushoar,Wixen,Maraith
Rushoar,Rooby,Maraith
Lifmunk,Broncherry,Maraith
Lifmunk,Celaray,Maraith
Lifmunk,Caprity Noct,Maraith
Tocotoco,Loupmoon,Maraith
Tocotoco,Yakumo,Maraith
Eikthyrdeer,Jolthog,Maraith
Eikthyrdeer,Depresso,Maraith
Eikthyrdeer Terra,Foxparks,Maraith
Eikthyrdeer Terra,Hoocrates,Maraith
Digtoise,Vixy,Maraith
Galeclaw,Kelpsea,Maraith
Galeclaw,Kelpsea Ignis,Maraith
Teafant,Dinossom Lux,Maraith
Teafant,Chillet,Maraith
Teafant,Croajiro,Maraith
Teafant,Loupmoon Cryst,Maraith
Direhowl,Daedream,Maraith
Direhowl,Gumoss,Maraith
Gorirat,Kelpsea,Maraith
Gorirat,Tanzee,Maraith
Gorirat,Smokie,Maraith
Gorirat Terra,Kelpsea,Maraith
Gorirat Terra,Kelpsea Ignis,Maraith
Jolthog,Caprity,Maraith
Jolthog Cryst,Caprity,Maraith
Jolthog Cryst,Lovander,Maraith
Foxparks,Melpaca,Maraith
Foxparks,Dumud,Maraith
Bristla,Fenglope,Maraith
Lunaris,Woolipop,Maraith
Lunaris,Nox,Maraith
Pengullet,Loupmoon,Maraith
Pengullet,Lovander,Maraith
Pengullet,Yakumo,Maraith
Dazzi,Gobfin,Maraith
Dazzi,Cawgnito,Maraith
Gobfin,Mimog,Maraith
Gobfin,Ribbuny Botan,Maraith
Gobfin Ignis,Woolipop,Maraith
Gobfin Ignis,Mimog,Maraith
Lamball,Kitsun,Maraith
Lamball,Dinossom,Maraith
Lamball,Celesdir,Maraith
Lamball,Tarantriss,Maraith
Hangyu,Reindrix,Maraith
Hangyu,Celaray,Maraith
Hangyu Cryst,Broncherry,Maraith
Hangyu Cryst,Reindrix,Maraith
Hangyu Cryst,Celaray,Maraith
Melpaca,Sparkit,Maraith
Melpaca,Flambelle,Maraith
Cawgnito,Fuddler,Maraith
Cawgnito,Ribbuny Botan,Maraith
Cattiva,Kitsun,Maraith
Cattiva,Broncherry Aqua,Maraith
Cattiva,Tarantriss,Maraith
Cattiva,Fenglope Lux,Maraith
Depresso,Mozzarina,Maraith
Depresso,Lullu,Maraith
Fenglope,Ribbuny,Maraith
Fenglope,Foxparks Cryst,Maraith
Maraith,Maraith,Maraith
Maraith,Leezpunk Ignis,Maraith
Maraith,Wixen Noct,Maraith
Robinquill,Kelpsea Ignis,Maraith
Robinquill,Flopie,Maraith
Robinquill Terra,Killamari,Maraith
Robinquill Terra,Swee,Maraith
Kitsun,Cremis,Maraith
Leezpunk,Nox,Maraith
Leezpunk Ignis,Wixen,Maraith
Leezpunk Ignis,Wixen Noct,Maraith
Leezpunk Ignis,Rooby,Maraith
Chikipi,Arsox,Maraith
Chikipi,Chillet,Maraith
Chikipi,Chillet Ignis,Maraith
Chikipi,Croajiro,Maraith
Sparkit,Reindrix,Maraith
Felbat,Killamari,Maraith
Felbat,Flopie,Maraith
Broncherry Aqua,Vixy,Maraith
Broncherry Aqua,Cremis,Maraith
Reindrix,Flambelle,Maraith
Vixy,Fenglope Lux,Maraith
Wixen,Kikit,Maraith
Hoocrates,Mozzarina,Maraith
Hoocrates,Dumud,Maraith
Hoocrates,Lullu,Maraith
Vaelet,Tanzee,Maraith
Vaelet,Gumoss,Maraith
Vaelet,Smokie,Maraith
Beegarde,Fuddler,Maraith
Beegarde,Daedream,Maraith
Verdash,Swee,Maraith
Verdash,Ribbuny,Maraith
Verdash,Foxparks Cryst,Maraith
Nox,Dazzi Noct,Maraith
Cremis,Fenglope Lux,Maraith
Dumud,Flambelle,Maraith
Nyafia ,Foxparks,Robinquill
Nyafia ,Hoocrates,Robinquill
Prunelia,Killamari,Robinquill
Prunelia,Flopie,Robinquill
Anubis,Lamball,Robinquill
Anubis,Cattiva,Robinquill
Incineram,Mau Cryst,Robinquill
Incineram,Vixy,Robinquill
Incineram,Cremis,Robinquill
Incineram Noct,Cattiva,Robinquill
Incineram Noct,Vixy,Robinquill
Incineram Noct,Cremis,Robinquill
Mau,Surfent,Robinquill
Mau,Surfent Terra,Robinquill
Rushoar,Eikthyrdeer Terra,Robinquill
Rushoar,Mozzarina,Robinquill
Rushoar,Lullu,Robinquill
Tocotoco,Katress,Robinquill
Tocotoco,Katress Ignis,Robinquill
Tocotoco,Nitemary,Robinquill
Eikthyrdeer,Lunaris,Robinquill
Eikthyrdeer,Leezpunk,Robinquill
Eikthyrdeer,Kikit,Robinquill
Eikthyrdeer,Dazzi Noct,Robinquill
Eikthyrdeer Terra,Leezpunk Ignis,Robinquill
Digtoise,Woolipop,Robinquill
Digtoise,Nox,Robinquill
Galeclaw,Robinquill Terra,Robinquill
Galeclaw,Felbat,Robinquill
Teafant,Elphidran,Robinquill
Teafant,Surfent Terra,Robinquill
Teafant,Sootseer,Robinquill
Direhowl,Fenglope,Robinquill
Gorirat,Robinquill Terra,Robinquill
Gorirat,Verdash,Robinquill
Gorirat Terra,Robinquill Terra,Robinquill
Gorirat Terra,Felbat,Robinquill
Jolthog,Vanwyrm,Robinquill
Jolthog,Blazehowl Noct,Robinquill
Jolthog,Dogen,Robinquill
Jolthog,Dazemu,Robinquill
Jolthog Cryst,Univolt,Robinquill
Jolthog Cryst,Blazehowl Noct,Robinquill
Jolthog Cryst,Dazemu,Robinquill
Univolt,Pengullet,Robinquill
Foxparks,Bushi,Robinquill
Foxparks,Omascul,Robinquill
Bristla,Blazehowl,Robinquill
Bristla,Shroomer,Robinquill
Bristla,Splatterina,Robinquill
Lunaris,Caprity,Robinquill
Pengullet,Katress Ignis,Robinquill
Dazzi,Kitsun,Robinquill
Dazzi,Dinossom,Robinquill
Dazzi,Tarantriss,Robinquill
Dazzi,Fenglope Lux,Robinquill
Gobfin,Loupmoon,Robinquill
Gobfin,Lovander,Robinquill
Gobfin,Yakumo,Robinquill
Gobfin Ignis,Caprity,Robinquill
Gobfin Ignis,Lovander,Robinquill
Gobfin Ignis,Yakumo,Robinquill
Lamball,Surfent,Robinquill
Loupmoon,Cawgnito,Robinquill
Hangyu,Vanwyrm Cryst,Robinquill
Hangyu Cryst,Vanwyrm Cryst,Robinquill
Elphidran,Chikipi,Robinquill
Elphidran Aqua,Chikipi,Robinquill
Woolipop,Broncherry Aqua,Robinquill
Woolipop,Caprity Noct,Robinquill
Melpaca,Maraith,Robinquill
Melpaca,Leezpunk Ignis,Robinquill
Melpaca,Wixen Noct,Robinquill
Melpaca,Rooby,Robinquill
Depresso,Vanwyrm,Robinquill
Depresso,Bushi Noct,Robinquill
Depresso,Dogen,Robinquill
Fenglope,Vaelet,Robinquill
Maraith,Reindrix,Robinquill
Maraith,Dumud,Robinquill
Robinquill,Robinquill,Robinquill
Robinquill,Felbat,Robinquill
Kitsun,Mimog,Robinquill
Kitsun,Ribbuny Botan,Robinquill
Leezpunk,Mozzarina,Robinquill
Leezpunk Ignis,Dumud,Robinquill
Leezpunk Ignis,Lullu,Robinquill
Fuack,Blazehowl,Robinquill
Fuack,Katress,Robinquill
Fuack,Nitemary,Robinquill
Vanwyrm Cryst,Sparkit,Robinquill
Chikipi,Sootseer,Robinquill
Dinossom,Fuddler,Robinquill
Dinossom Lux,Fuddler,Robinquill
Dinossom Lux,Daedream,Robinquill
Sparkit,Omascul,Robinquill
Broncherry,Nox,Robinquill
Broncherry Aqua,Mimog,Robinquill
Broncherry Aqua,Ribbuny Botan,Robinquill
Caprity,Dazzi Noct,Robinquill
Reindrix,Wixen,Robinquill
Reindrix,Wixen Noct,Robinquill
Reindrix,Rooby,Robinquill
Wixen,Celaray,Robinquill
Wixen Noct,Dumud,Robinquill
Hoocrates,Bushi,Robinquill
Hoocrates,Bushi Noct,Robinquill
Kelpsea,Petallia,Robinquill
Kelpsea Ignis,Foxcicle,Robinquill
Killamari,Tombat,Robinquill
Killamari,Rayhound,Robinquill
Mozzarina,Kikit,Robinquill
Vaelet,Verdash,Robinquill
Flopie,Tombat,Robinquill
Flopie,Foxcicle,Robinquill
Arsox,Tanzee,Robinquill
Arsox,Gumoss,Robinquill
Arsox,Smokie,Robinquill
Rayhound,Swee,Robinquill
Rayhound,Foxparks Cryst,Robinquill
Fuddler,Celesdir,Robinquill
Fuddler,Tarantriss,Robinquill
Daedream,Chillet,Robinquill
Daedream,Celesdir,Robinquill
Daedream,Loupmoon Cryst,Robinquill
Tanzee,Chillet Ignis,Robinquill
Tanzee,Petallia,Robinquill
Tanzee,Croajiro,Robinquill
Gumoss,Chillet,Robinquill
Gumoss,Chillet Ignis,Robinquill
Gumoss,Croajiro,Robinquill
Gumoss,Loupmoon Cryst,Robinquill
Swee,Shroomer Noct,Robinquill
Swee,Kitsun Noct,Robinquill
Ribbuny,Shroomer,Robinquill
Ribbuny,Shroomer Noct,Robinquill
Ribbuny,Splatterina,Robinquill
Ribbuny,Kitsun Noct,Robinquill
Nox,Caprity Noct,Robinquill
Chillet,Smokie,Robinquill
Chillet Ignis,Smokie,Robinquill
Bushi,Flambelle,Robinquill
Flambelle,Omascul,Robinquill
Croajiro,Smokie,Robinquill
Lullu,Kikit,Robinquill
Shroomer Noct,Foxparks Cryst,Robinquill
Mimog,Fenglope Lux,Robinquill
Splatterina,Foxparks Cryst,Robinquill
Tarantriss,Ribbuny Botan,Robinquill
Foxparks Cryst,Kitsun Noct,Robinquill
Ribbuny Botan,Fenglope Lux,Robinquill
Robinquill,Fuddler,Robinquill Terra
Robinquill Terra,Robinquill Terra,Robinquill Terra
Gildane,Suzaku,Relaxaurus
Gildane,Shadowbeak,Relaxaurus
Gildane,Necromus,Relaxaurus
Anubis,Blazamut,Relaxaurus
Anubis,Blazamut Ryu,Relaxaurus
Anubis,Bellanoir,Relaxaurus
Anubis,Bellanoir Libero,Relaxaurus
Grizzbolt,Pyrin,Relaxaurus
Grizzbolt,Faleris,Relaxaurus
Grizzbolt,Quivern,Relaxaurus
Grizzbolt,Ragnahawk,Relaxaurus
Grizzbolt,Selyne,Relaxaurus
Grizzbolt,Prixter,Relaxaurus
Grizzbolt,Starryon,Relaxaurus
Jormuntide,Pyrin Noct,Relaxaurus
Jormuntide,Relaxaurus Lux,Relaxaurus
Jormuntide,Lyleen,Relaxaurus
Jormuntide,Menasting,Relaxaurus
Jormuntide,Menasting Terra,Relaxaurus
Jormuntide,Knocklem,Relaxaurus
Jormuntide,Xenolord ,Relaxaurus
Jormuntide,Faleris Aqua,Relaxaurus
Jormuntide Ignis,Pyrin Noct,Relaxaurus
Jormuntide Ignis,Reptyro Cryst,Relaxaurus
Jormuntide Ignis,Lyleen,Relaxaurus
Jormuntide Ignis,Menasting,Relaxaurus
Jormuntide Ignis,Menasting Terra,Relaxaurus
Jormuntide Ignis,Knocklem,Relaxaurus
Jormuntide Ignis,Xenolord ,Relaxaurus
Jormuntide Ignis,Faleris Aqua,Relaxaurus
Suzaku,Elphidran Aqua,Relaxaurus
Suzaku,Azurobe,Relaxaurus
Suzaku,Penking,Relaxaurus
Suzaku,Grintale,Relaxaurus
Suzaku Aqua,Elphidran,Relaxaurus
Suzaku Aqua,Elphidran Aqua,Relaxaurus
Suzaku Aqua,Surfent Terra,Relaxaurus
Suzaku Aqua,Penking,Relaxaurus
Suzaku Aqua,Sootseer,Relaxaurus
Pyrin,Lyleen Noct,Relaxaurus
Pyrin,Beakon,Relaxaurus
Pyrin,Helzephyr,Relaxaurus
Pyrin,Silvegis,Relaxaurus
Pyrin Noct,Reptyro,Relaxaurus
Pyrin Noct,Elizabee,Relaxaurus
Pyrin Noct,Warsect ,Relaxaurus
Pyrin Noct,Quivern Botan,Relaxaurus
Elphidran,Blazamut,Relaxaurus
Elphidran,Blazamut Ryu,Relaxaurus
Cryolinx,Sibelyx,Relaxaurus
Cryolinx,Nitewing,Relaxaurus
Cryolinx,Mossanda,Relaxaurus
Cryolinx,Kingpaca Cryst,Relaxaurus
Cryolinx,Xenogard,Relaxaurus
Surfent,Blazamut,Relaxaurus
Surfent,Blazamut Ryu,Relaxaurus
Surfent,Bellanoir,Relaxaurus
Surfent,Bellanoir Libero,Relaxaurus
Surfent Terra,Blazamut,Relaxaurus
Surfent Terra,Blazamut Ryu,Relaxaurus
Surfent Terra,Bellanoir,Relaxaurus
Surfent Terra,Bellanoir Libero,Relaxaurus
Azurobe,Shadowbeak,Relaxaurus
Azurobe,Paladius,Relaxaurus
Azurobe,Necromus,Relaxaurus
Reptyro,Reptyro Cryst,Relaxaurus
Reptyro,Lyleen,Relaxaurus
Reptyro,Menasting,Relaxaurus
Reptyro,Menasting Terra,Relaxaurus
Reptyro,Faleris Aqua,Relaxaurus
Reptyro Cryst,Elizabee,Relaxaurus
Reptyro Cryst,Warsect ,Relaxaurus
Reptyro Cryst,Quivern,Relaxaurus
Reptyro Cryst,Quivern Botan,Relaxaurus
Reptyro Cryst,Selyne,Relaxaurus
Relaxaurus,Relaxaurus,Relaxaurus
Relaxaurus,Relaxaurus Lux,Relaxaurus
Relaxaurus,Mammorest,Relaxaurus
Relaxaurus,Mammorest Cryst,Relaxaurus
Relaxaurus,Warsect Terra,Relaxaurus
Relaxaurus,Knocklem,Relaxaurus
Relaxaurus,Xenolord ,Relaxaurus
Relaxaurus Lux,Mammorest,Relaxaurus
Relaxaurus Lux,Mammorest Cryst,Relaxaurus
Relaxaurus Lux,Warsect Terra,Relaxaurus
Frostallion,Sibelyx,Relaxaurus
Frostallion,Wumpo,Relaxaurus
Frostallion,Mossanda,Relaxaurus
Frostallion,Kingpaca Cryst,Relaxaurus
Frostallion,Xenogard,Relaxaurus
